ID,NAME,AGE,CLASS,ADDRESS,INCOME,FAMILY,CITIZEN,PREVIOUS_SUBSTANCE_USE,TRANSPORT_METHOD,NEIGHBOR,STREET_LIFE,WORKING,STUDY_LEVEL,HOBBY,SONS_NUMBER
1011816367,Sonia Núñez,14,0,Calle 98  #199B-123,789048,Madre,Venezuela,False,Bicicleta,Santa cecilia,True,True,Tecnico,Consumo de drogas,1
1011820484,Alberto García,30,2,Calle 134A  #38-45,771173,Familiares cercanos,Venezuela,False,Sitp,Cerro norte,False,True,Tecnico,Consumo de drogas,1
1011819382,Ambrosio Fernández,15,2,Transversal 146A #81B-186 ,1085346,Madre,Colombia,False,Bicicleta,Soratama,False,True,Secundaria,Trabajar,0
1011814855,Leonor Hernández,28,0,Calle 116A  #187Cbis-125,650574,Solo,Colombia,True,Transmilenio,Cerro norte,False,False,Pocos estudios,Consumo de drogas,2
1011815202,Xavier Vázquez,18,2,Transversal 120B #61-127 ,974192,Madre,Colombia,False,Bicicleta,Soratama,True,False,Pocos estudios,Micro futbol,1
1011820273,Gema Díez,17,2,Transversal 20D #67Dbis-185 ,1174132,Madre,Venezuela,False,Bicicleta,Soratama,True,True,Primaria,Consumo de drogas,0
1011820822,Isaías Montoro,27,0,Diagonal 136D  #23Abis-167,806698,Solo,Colombia,True,Sitp,Lijaca,False,False,Pocos estudios,Consumo de drogas,2
1011813111,Pedro Márquez,17,1,Transversal 25 #50D-46 ,648478,Solo,Venezuela,True,Transmilenio,Codito,False,True,Pocos estudios,Consumo de drogas,2
1011819784,Mauricio Sanz,19,2,Transversal 78B #24Cbis-54 ,1010298,Padre,Colombia,False,Sitp,Lijaca,False,True,Tecnico,Trabajar,2
1011818943,Pilar Santana,14,1,Diagonal 75  #124Dbis-37,511841,Familiares cercanos,Colombia,True,Transmilenio,Cerro norte,True,False,Secundaria,Consumo de drogas,0
1011819217,Rosalia Cortés,23,2,Carrera 115C #151D-174 ,827605,Padre,Venezuela,False,Bicicleta,Soratama,True,True,Secundaria,Consumo de drogas,0
1011820679,Petronila Sánchez,21,2,Carrera 92A #125D-188 ,512344,Madre,Colombia,False,Transmilenio,Codito,False,True,Secundaria,Trabajar,1
1011813860,Fátima Caballero,30,1,Carrera 20C #198A-6 ,1025436,Padre,Venezuela,False,Sitp,Santa cecilia,True,False,Secundaria,Micro futbol,0
1011812362,Dacio Sáez,30,2,Carrera 93D #15Cbis-128 ,587714,Familiares cercanos,Colombia,True,Transmilenio,Santa cecilia,False,False,Secundaria,Consumo de drogas,2
1011818212,Gertrudis Gutiérrez,13,0,Carrera 152C #17B-75 ,1015657,Familiares cercanos,Colombia,False,Bicicleta,Cerro norte,True,False,Secundaria,Micro futbol,0
1011816796,Sergio Vidal,24,1,Calle 87B  #77-60,1081869,Madre,Venezuela,True,Sitp,Verbenal,False,True,Pocos estudios,Trabajar,1
1011812974,Mercedes Vargas,30,1,Transversal 154D #92B-9 ,745522,Familiares cercanos,Colombia,True,Sitp,Codito,True,False,Primaria,Consumo de drogas,0
1011820805,Javier Díez,26,2,Diagonal 100  #173Bbis-96,1002971,Padre,Venezuela,True,Bicicleta,Verbenal,True,True,Primaria,Micro futbol,2
1011814706,Enrique Gil,29,1,Carrera 170D #142D-200 ,594319,Solo,Venezuela,True,Sitp,Codito,True,False,Secundaria,Micro futbol,2
1011816648,Aristides Román,18,1,Diagonal 159A  #177Dbis-6,1077847,Solo,Colombia,True,Bicicleta,Codito,False,True,Pocos estudios,Micro futbol,1
1011811884,Nicodemo Vicente,15,1,Transversal 141 #132Abis-168 ,1124925,Solo,Venezuela,False,Bicicleta,Lijaca,True,False,Primaria,Trabajar,2
1011811190,Isabel Vázquez,22,2,Diagonal 30C  #200A-85,834609,Familiares cercanos,Venezuela,True,Bicicleta,Verbenal,True,True,Pocos estudios,Consumo de drogas,1
1011817831,Alejandra Lozano,24,0,Diagonal 156A  #191B-22,561780,Madre,Colombia,False,Bicicleta,Codito,False,False,Secundaria,Micro futbol,1
1011812620,Marcial Mora,23,0,Carrera 51A #19A-113 ,836368,Familiares cercanos,Colombia,True,Sitp,Verbenal,True,False,Primaria,Trabajar,1
1011819241,Raquel Herrera,30,1,Carrera 129D #117Bbis-143 ,513520,Padre,Colombia,False,Sitp,Verbenal,False,True,Tecnico,Trabajar,0
1011815508,Leonardo Martín,19,2,Transversal 161A #13-44 ,847731,Familiares cercanos,Colombia,False,Sitp,Soratama,True,False,Tecnico,Micro futbol,2
1011819843,Irene Moya,16,1,Diagonal 96C  #87A-9,1054379,Padre,Colombia,True,Sitp,Lijaca,True,True,Tecnico,Trabajar,0
1011817931,Alejandra Castro,14,1,Transversal 84A #36Abis-167 ,1153528,Familiares cercanos,Venezuela,False,Bicicleta,Lijaca,False,False,Primaria,Micro futbol,0
1011816646,Adán Santiago,29,1,Calle 85C  #143Cbis-84,582334,Padre,Colombia,False,Bicicleta,Lijaca,True,False,Secundaria,Trabajar,2
1011815952,Julia León,28,0,Diagonal 172B  #116B-171,696810,Padre,Venezuela,False,Transmilenio,Lijaca,False,True,Primaria,Consumo de drogas,2
1011817056,Marciano Muñoz,24,2,Carrera 120 #51C-163 ,710895,Familiares cercanos,Colombia,True,Transmilenio,Cerro norte,True,True,Pocos estudios,Consumo de drogas,2
1011816500,Abrahán Gutiérrez,18,2,Diagonal 83  #41B-38,921929,Familiares cercanos,Venezuela,True,Bicicleta,Codito,False,True,Secundaria,Micro futbol,0
1011819826,Héctor Durán,28,1,Transversal 67B #107Cbis-28 ,647726,Padre,Venezuela,False,Transmilenio,Codito,False,True,Primaria,Trabajar,2
1011813872,Alipio Ferrer,20,0,Transversal 192B #50Bbis-116 ,536792,Padre,Colombia,False,Bicicleta,Verbenal,False,True,Primaria,Trabajar,2
1011816271,Patricia Pascual,16,2,Transversal 45A #136B-187 ,1184169,Madre,Venezuela,False,Sitp,Codito,False,True,Pocos estudios,Trabajar,2
1011819507,Alejo Campos,21,2,Carrera 180C #10Abis-45 ,532485,Solo,Colombia,True,Bicicleta,Soratama,True,True,Primaria,Trabajar,0
1011817098,Dario Pastor,17,0,Transversal 131D #112C-61 ,616447,Familiares cercanos,Colombia,False,Transmilenio,Verbenal,True,False,Secundaria,Trabajar,1
1011811873,Patricia Bravo,18,1,Carrera 57A #82C-123 ,1110822,Familiares cercanos,Colombia,True,Bicicleta,Soratama,False,True,Secundaria,Micro futbol,1
1011815992,Áurea Giménez,16,2,Transversal 143D #169D-152 ,561146,Familiares cercanos,Venezuela,True,Bicicleta,Verbenal,False,False,Tecnico,Consumo de drogas,1
1011811400,Luis Domínguez,28,1,Diagonal 99  #144C-61,1093050,Madre,Venezuela,False,Transmilenio,Santa cecilia,False,False,Secundaria,Consumo de drogas,1
1011812888,Heriberto Sánchez,29,2,Transversal 119C #38C-44 ,953075,Solo,Venezuela,False,Transmilenio,Cerro norte,True,True,Pocos estudios,Consumo de drogas,2
1011811316,Rita Esteban,15,1,Carrera 84A #72A-166 ,1151333,Familiares cercanos,Colombia,True,Sitp,Lijaca,True,True,Secundaria,Micro futbol,0
1011812453,Cecilia Carrasco,14,1,Transversal 102A #162B-74 ,911618,Padre,Colombia,False,Bicicleta,Lijaca,True,False,Secundaria,Micro futbol,0
1011819993,Constancio Hidalgo,21,2,Transversal 6C #22-24 ,923550,Solo,Venezuela,False,Sitp,Soratama,True,True,Primaria,Micro futbol,1
1011815409,Marcos Alonso,19,0,Transversal 195 #64A-32 ,509523,Solo,Colombia,True,Transmilenio,Santa cecilia,False,False,Pocos estudios,Trabajar,2
1011819809,Noelia Vicente,22,2,Transversal 155D #123D-76 ,543244,Padre,Colombia,True,Bicicleta,Cerro norte,True,False,Tecnico,Micro futbol,0
1011817277,Arturo Muñoz,21,0,Carrera 175D #53-53 ,950495,Familiares cercanos,Venezuela,False,Bicicleta,Santa cecilia,True,False,Tecnico,Micro futbol,1
1011818834,Albert Pascual,22,2,Carrera 9B #95Bbis-47 ,960034,Padre,Venezuela,False,Bicicleta,Codito,True,True,Secundaria,Consumo de drogas,0
1011816668,Nicomedes Ortiz,14,1,Diagonal 76C  #4-68,838578,Solo,Venezuela,True,Bicicleta,Verbenal,False,False,Pocos estudios,Consumo de drogas,1
1011812713,Otilia Gil,19,0,Carrera 141D #105D-67 ,838030,Solo,Venezuela,True,Bicicleta,Soratama,True,True,Tecnico,Consumo de drogas,2
1011818301,Vanesa Gallardo,18,1,Diagonal 22  #68A-18,763472,Madre,Venezuela,False,Bicicleta,Codito,False,False,Primaria,Consumo de drogas,0
1011816889,Baltasar Núñez,22,2,Carrera 97B #73C-161 ,844020,Familiares cercanos,Venezuela,False,Sitp,Lijaca,True,False,Pocos estudios,Trabajar,0
1011813429,Aureliano Molina,20,2,Diagonal 173B  #2Cbis-90,1111926,Madre,Colombia,True,Sitp,Soratama,False,True,Primaria,Consumo de drogas,2
1011815841,Dacio Crespo,15,2,Transversal 37C #93B-173 ,530738,Solo,Venezuela,False,Transmilenio,Verbenal,False,True,Secundaria,Consumo de drogas,1
1011817193,Eulalia Santana,30,2,Diagonal 147D  #157Dbis-94,830623,Madre,Venezuela,True,Sitp,Codito,True,True,Secundaria,Trabajar,0
1011811600,Eusebio Fuentes,15,1,Carrera 63D #187Abis-175 ,682092,Madre,Colombia,False,Bicicleta,Cerro norte,False,True,Tecnico,Consumo de drogas,1
1011814522,Pilar Crespo,32,2,Diagonal 124D  #87Cbis-77,745209,Familiares cercanos,Colombia,True,Transmilenio,Cerro norte,True,True,Pocos estudios,Trabajar,1
1011814294,Simeón Lorenzo,30,0,Diagonal 155A  #121A-157,1071314,Madre,Venezuela,False,Sitp,Santa cecilia,False,False,Secundaria,Consumo de drogas,0
1011812622,Oto Carrasco,28,0,Carrera 119A #70D-147 ,909140,Solo,Venezuela,True,Sitp,Verbenal,False,True,Pocos estudios,Trabajar,0
1011814326,Sansón Gutiérrez,31,2,Diagonal 40C  #32C-190,890258,Madre,Colombia,False,Transmilenio,Cerro norte,True,True,Primaria,Trabajar,0
1011817806,Gustavo Guerrero,21,2,Calle 200  #147-86,601049,Padre,Venezuela,True,Transmilenio,Lijaca,False,True,Pocos estudios,Trabajar,2
1011819058,Balduino Muñoz,20,2,Transversal 17 #194D-74 ,1102497,Familiares cercanos,Venezuela,True,Transmilenio,Soratama,True,True,Pocos estudios,Consumo de drogas,2
1011820133,Segismundo Carrasco,23,2,Transversal 21 #186-147 ,983001,Madre,Venezuela,True,Sitp,Santa cecilia,False,False,Tecnico,Consumo de drogas,2
1011818167,León Caballero,18,1,Calle 68D  #126A-173,645605,Madre,Colombia,True,Transmilenio,Verbenal,True,False,Primaria,Micro futbol,1
1011816208,Cirino Lozano,29,0,Calle 162D  #58A-96,978325,Padre,Venezuela,True,Sitp,Verbenal,True,False,Primaria,Consumo de drogas,0
1011815327,Aureliano Álvarez,31,2,Transversal 92 #105Bbis-195 ,997906,Padre,Colombia,False,Bicicleta,Cerro norte,True,False,Primaria,Micro futbol,2
1011817388,Josué Rubio,18,2,Transversal 167D #90-168 ,830961,Padre,Colombia,False,Bicicleta,Cerro norte,True,False,Secundaria,Micro futbol,0
1011814095,Araceli Peña,13,2,Diagonal 145A  #18A-197,697236,Padre,Colombia,True,Sitp,Soratama,True,True,Secundaria,Consumo de drogas,0
1011815288,Beltrán López,31,1,Diagonal 118C  #175Abis-191,907529,Solo,Venezuela,True,Sitp,Verbenal,False,False,Secundaria,Micro futbol,0
1011813168,Lourdes Gallego,21,2,Diagonal 47B  #61Dbis-93,991131,Madre,Colombia,False,Sitp,Santa cecilia,True,True,Pocos estudios,Trabajar,0
1011815129,Patricio Díaz,17,0,Carrera 190 #31Bbis-151 ,1067347,Solo,Colombia,True,Transmilenio,Codito,False,False,Primaria,Micro futbol,0
1011818296,Dolores Cabrera,14,1,Diagonal 172D  #91C-110,647287,Familiares cercanos,Venezuela,False,Sitp,Soratama,True,False,Pocos estudios,Consumo de drogas,1
1011819741,Vladimiro Martínez,29,0,Transversal 22D #49B-159 ,1055886,Madre,Venezuela,True,Bicicleta,Verbenal,True,True,Secundaria,Micro futbol,2
1011819658,Celso Giménez,26,0,Calle 103C  #141B-87,555142,Familiares cercanos,Venezuela,False,Bicicleta,Soratama,False,True,Pocos estudios,Consumo de drogas,1
1011814668,César Esteban,22,1,Carrera 46 #36-94 ,1160914,Familiares cercanos,Venezuela,False,Bicicleta,Codito,True,False,Primaria,Consumo de drogas,0
1011811951,Wilfredo Gómez,28,1,Diagonal 51A  #50C-23,803175,Madre,Colombia,False,Transmilenio,Verbenal,False,False,Primaria,Micro futbol,0
1011819431,Purificación Gómez,19,1,Calle 26B  #49Dbis-62,633598,Madre,Colombia,True,Transmilenio,Lijaca,False,True,Pocos estudios,Consumo de drogas,1
1011813883,Casimiro Gómez,30,0,Carrera 160C #139Bbis-22 ,654488,Solo,Venezuela,False,Sitp,Santa cecilia,True,True,Tecnico,Consumo de drogas,1
1011813442,Bartolomé Moreno,25,0,Carrera 107B #20-188 ,750240,Solo,Colombia,False,Transmilenio,Verbenal,False,True,Secundaria,Consumo de drogas,1
1011812962,Otilia Núñez,32,2,Transversal 58 #158Bbis-10 ,726276,Padre,Venezuela,True,Sitp,Codito,True,False,Tecnico,Trabajar,2
1011815777,Vicenta Benítez,25,1,Diagonal 49B  #62Dbis-178,525347,Madre,Venezuela,True,Sitp,Lijaca,False,True,Primaria,Micro futbol,0
1011813079,Pilar Castro,26,1,Carrera 158D #45C-145 ,1143166,Solo,Colombia,True,Transmilenio,Verbenal,False,True,Primaria,Micro futbol,1
1011815969,Dimas Torres,17,1,Transversal 68D #159Bbis-45 ,1089202,Solo,Colombia,False,Transmilenio,Soratama,False,True,Secundaria,Trabajar,2
1011818414,Federico Reyes,28,2,Carrera 51B #136Abis-162 ,1006072,Solo,Colombia,True,Sitp,Santa cecilia,True,False,Secundaria,Trabajar,2
1011816965,Mario Vicente,26,0,Calle 36A  #165Dbis-106,1091708,Padre,Colombia,False,Transmilenio,Verbenal,False,False,Pocos estudios,Micro futbol,1
1011819816,Nicodemo González,29,1,Transversal 111B #4D-34 ,1188027,Solo,Colombia,False,Bicicleta,Lijaca,True,False,Primaria,Consumo de drogas,2
1011814182,Casiano Cortés,27,1,Diagonal 37A  #156A-1,647468,Madre,Colombia,False,Transmilenio,Soratama,False,True,Primaria,Trabajar,0
1011815636,Fortunato Santos,21,0,Diagonal 111A  #128D-90,918432,Padre,Venezuela,False,Sitp,Cerro norte,False,False,Secundaria,Micro futbol,0
1011813695,Alicia Gallardo,22,1,Carrera 137A #124-164 ,551821,Padre,Venezuela,True,Bicicleta,Santa cecilia,False,False,Tecnico,Micro futbol,2
1011813259,Eva Peña,28,1,Calle 46  #39-6,906819,Padre,Colombia,False,Sitp,Codito,True,False,Tecnico,Consumo de drogas,2
1011814199,Jerónimo Herrera,21,1,Diagonal 76D  #160Dbis-191,623140,Solo,Venezuela,False,Sitp,Codito,False,True,Tecnico,Trabajar,0
1011818508,Dámaso Alonso,20,1,Carrera 79C #174Cbis-98 ,713189,Padre,Venezuela,False,Bicicleta,Soratama,True,False,Primaria,Micro futbol,2
1011818703,Ester Marín,26,0,Diagonal 157D  #15A-38,943109,Solo,Colombia,True,Bicicleta,Soratama,False,True,Secundaria,Micro futbol,1
1011820900,Carina Sanz,31,1,Diagonal 149  #107Cbis-66,1017942,Solo,Colombia,True,Sitp,Santa cecilia,True,True,Primaria,Consumo de drogas,1
1011819939,Roberto Ortega,22,1,Transversal 29B #110Abis-115 ,1180582,Padre,Venezuela,False,Transmilenio,Soratama,False,True,Secundaria,Micro futbol,1
1011820739,Ananías Santana,31,1,Carrera 158C #43A-159 ,808943,Madre,Colombia,True,Bicicleta,Santa cecilia,False,False,Pocos estudios,Trabajar,0
1011815895,Joaquím Domínguez,26,2,Transversal 116C #37-150 ,1091265,Madre,Colombia,False,Transmilenio,Lijaca,False,False,Primaria,Trabajar,1
1011816856,Alicia Ruiz,23,0,Diagonal 117  #148A-126,908158,Familiares cercanos,Colombia,False,Transmilenio,Cerro norte,False,False,Secundaria,Consumo de drogas,2
1011816222,Feliciano Blesa,22,0,Transversal 174 #44-139 ,645273,Familiares cercanos,Venezuela,True,Transmilenio,Codito,True,False,Pocos estudios,Trabajar,0
1011816712,Timoteo Giménez,29,0,Transversal 101D #105Bbis-54 ,942429,Madre,Colombia,False,Bicicleta,Santa cecilia,False,True,Pocos estudios,Trabajar,2
1011815565,Heliodoro Marín,14,0,Transversal 200D #143A-3 ,668697,Madre,Venezuela,False,Bicicleta,Santa cecilia,True,True,Tecnico,Consumo de drogas,2
1011820910,Isaías Muñoz,14,2,Diagonal 115B  #111D-77,1138222,Madre,Colombia,False,Sitp,Codito,False,True,Pocos estudios,Micro futbol,0
1011815421,Cleofás Cortés,28,0,Transversal 7D #61D-100 ,616757,Solo,Venezuela,False,Bicicleta,Soratama,True,True,Secundaria,Consumo de drogas,2
1011815517,Tomas Pérez,17,0,Transversal 136 #98C-49 ,1171588,Familiares cercanos,Venezuela,False,Transmilenio,Santa cecilia,False,False,Secundaria,Trabajar,1
1011814429,Lucía Santana,20,0,Transversal 158B #68D-175 ,684585,Solo,Colombia,False,Transmilenio,Santa cecilia,True,True,Primaria,Trabajar,2
1011815182,Heriberto Marín,24,2,Calle 138  #113Dbis-134,797314,Madre,Venezuela,False,Bicicleta,Cerro norte,False,True,Tecnico,Micro futbol,2
1011816735,Facundo Calvo,32,2,Transversal 155A #128-108 ,815213,Padre,Colombia,False,Transmilenio,Lijaca,True,False,Secundaria,Micro futbol,2
1011817402,Victorino Carrasco,15,2,Diagonal 126  #152Bbis-89,1076046,Padre,Colombia,True,Transmilenio,Verbenal,True,False,Secundaria,Trabajar,2
1011812728,Silvia Lozano,21,1,Carrera 131 #89A-56 ,1155514,Madre,Venezuela,True,Transmilenio,Codito,False,False,Secundaria,Trabajar,1
1011816808,Lorenzo López,17,0,Diagonal 19A  #199D-40,791661,Padre,Venezuela,False,Sitp,Verbenal,True,True,Secundaria,Micro futbol,1
1011815407,Porfirio Calvo,16,2,Carrera 127B #85-138 ,1127738,Madre,Venezuela,True,Sitp,Cerro norte,True,True,Tecnico,Consumo de drogas,0
1011813611,Marcelo Rubio,21,2,Carrera 175C #166Abis-102 ,573659,Madre,Venezuela,True,Bicicleta,Codito,True,False,Pocos estudios,Micro futbol,1
1011815912,Leoncio Gallego,26,1,Transversal 105D #86Cbis-165 ,1064520,Madre,Colombia,False,Bicicleta,Lijaca,False,False,Secundaria,Micro futbol,0
1011819114,Fabio Rey,21,2,Diagonal 75B  #49D-136,707668,Padre,Venezuela,True,Transmilenio,Lijaca,False,False,Pocos estudios,Micro futbol,1
1011813105,Ignacio Ruiz,25,0,Calle 147D  #65Abis-74,500980,Padre,Colombia,False,Transmilenio,Soratama,True,True,Tecnico,Consumo de drogas,2
1011812929,Óscar Domínguez,22,1,Calle 54B  #86B-39,1005875,Madre,Venezuela,False,Bicicleta,Cerro norte,True,True,Secundaria,Trabajar,2
